demvote,repvote,vote,demvoteshare,lagdemvoteshare,realada
62916,138400,.78465348,.3125236,.34093416,40.860001
53995,121802,.75645161,.30714405,.3125236,37.799999
59106,142698,.71104538,.29288813,.30714405,26.01
56868,95138,.65463495,.37411681,.29288813,16.48
70630,158177,.74177951,.3086881,.37411681,12.05
83271,110090,.63902849,.43065044,.3086881,31.15
67279,171099,.71278,.28223661,.43065044,59.439999
109257,102298,.66965288,.51644725,.28223661,70.949997
140095,105723,.60898876,.56991351,.51644725,73.660004
125115,47750,.64630222,.72377288,.56991351,58.529999
161118,67709,.68342859,.70410395,.72377288,64.830002
156749,43856,.63038546,.78138131,.70410395,38.919998
206369,72367,.68148148,.74037439,.78138131,62.93
21947,69487,.65972221,.24003106,,7.6900001
46894,82886,.58365756,.36133456,.24003106,2.3599999
46452,69304,.70625001,.40129238,.36133456,10.22
48404,101641,.5826087,.32259655,.40129238,-2.1199999
52089,71592,.6511628,.42115605,.32259655,-18.4
55336,97520,.66091955,.36201394,.42115605,-7.5599999
53869,71623,.64571428,.42926243,.36201394,12.6
72239,96471,.69162995,.42818445,.42926243,
49543,81557,.62211984,.37790236,.42818445,9.2799997
69801,97804,.64705884,.41646132,.37790236,8.6199999
47899,93855,.76633167,.33790228,.41646132,12.8
68528,100623,.77283949,.40512913,.33790228,16.459999
54498,94080,.72614843,.36679724,.40512913,8.4499998
93433,124350,.66489363,.4290188,.36679724,14.28
77780,88071,.64799333,.46897516,.4290188,6.1100001
97488,148322,.7242105,.39659899,.46897516,5.5599999
61173,145415,.65004301,.29611111,.39659899,4.5799999
102586,158082,.68596238,.39355043,.29611111,2.2
103243,123508,.5670945,.45531443,.39355043,12.75
89770,153308,.5029586,.36930531,.45531443,14.37
94048,100249,.56013,.48404247,.36930531,15.89
96016,131639,.52386636,.42176101,.48404247,4.2199998
77935,126367,.52020204,.38146958,.42176101,2.8199999
132156,131587,.7241379,.50107872,.38146958,
52797,57397,.72151899,.47912773,,16.629999
87171,72402,.5864979,.54627663,.47912773,60.279999
73786,68947,.4759036,.5169512,.54627663,77
115008,105320,.671875,.52198541,.5169512,83.300003
98407,82389,.60144925,.54429853,.52198541,58.970001
127356,117716,.55737704,.51966769,.54429853,72.779999
98449,92190,.6857143,.51641583,.51966769,78.129997
139908,154847,.69902915,.47465861,.51641583,
58066,87730,.62085307,.39826882,.47465861,19.049999
94682,125464,.67391306,.4300873,.39826882,17.67
64861,122775,.75813955,.3456746,.4300873,16.120001
86434,158989,.77441078,.35218379,.3456746,24.6
108141,110921,.71452421,.49365476,.35218379,69.639999
66070,132638,.671,.33249792,.49365476,67.209999
54630,83325,.63482672,.39599869,.33249792,32.040001
72044,149013,.71711457,.3259069,.39599869,44.490002
67120,128759,.59772128,.34266052,.3259069,22
57868,179393,.63385826,.24390018,.34266052,24.690001
60993,166891,.54383886,.26764932,.24390018,29
76132,207819,.54599762,.26811668,.26764932,18.469999
54261,127434,.51152074,.29863784,.26811668,12.01
99770,215322,.47051442,.31663769,.29863784,13.97
96395,195833,.53392661,.3298623,.31663769,23.450001
104606,200240,.55637032,.34314376,.3298623,33.580002
41897,45667,.7610063,.47847289,,22.84
78476,53574,.62184876,.59429002,.47847289,77.410004
59930,39307,.46250001,.60390782,.59429002,80.419998
98015,60827,.7651515,.61705971,.60390782,83.120003
81651,47933,.69172931,.63010097,.61705971,63.41
103320,57947,.60365856,.64067662,.63010097,72.779999
72952,56484,.71348315,.56361443,.64067662,78.129997
108738,69635,.75586855,.6096102,.56361443,
93519,63766,.73113209,.59458309,.6096102,74.379997
144801,52221,.73130196,.7349484,.59458309,69.510002
91271,79667,.7212714,.5339421,.7349484,78.32
129082,81392,.7064935,.61329192,.5339421,89.739998
131263,45680,.75171232,.74183774,.61329192,88.339996
138292,52786,.71629781,.7237463,.74183774,72.900002
95437,30083,.67018467,.760333,.7237463,21.67
133282,59767,.70604211,.69040501,.760333,102.12
95989,69396,.68504596,.58039725,.69040501,94.910004
119182,82537,.69948852,.59083182,.58039725,100.66
153494,56248,.71756601,.73182291,.59083182,85.5
167678,57450,.69599998,.74481183,.73182291,88.489998
112662,41926,.73827702,.72878879,.74481183,83.68
181227,67073,.76124567,.72987109,.72878879,98.400002
143353,77639,.70833331,.64867961,.72987109,92.059998
159796,101744,.67133522,.61098111,.64867961,97.18
47777,66837,.751634,.41685134,,22.84
65113,76313,.66803277,.46040332,.41685134,15.24
48759,71243,.73717946,.40631822,.46040332,35.889999
68326,99027,.66423357,.40827471,.40631822,30.110001
55452,69901,.66428572,.44236675,.40827471,53.18
64602,82258,.65608466,.43988833,.44236675,28.639999
44453,59739,.69540232,.42664504,.43988833,21.84
55377,86223,.72888887,.3910805,.42664504,
87002,80865,.69856459,.51827937,.3910805,80.870003
127963,78767,.69565219,.61898613,.51827937,91.279999
86953,58816,.68674701,.59651232,.61898613,86.599998
108588,78819,.6549865,.57942337,.59651232,102.21
83207,61682,.70761245,.57428098,.57942337,99.75
135108,50014,.68205667,.72983223,.57428098,110.43
90012,30146,.69479883,.74911368,.72983223,104.63
138213,50764,.71453899,.73137474,.74911368,96.400002
91673,55412,.66423357,.62326545,.73137474,100.23
126451,48200,.62563449,.72402108,.62326545,100.66
136634,61184,.63847047,.6907056,.72402108,94.620003
165075,62642,.67881548,.72491294,.6907056,97.110001
105410,37583,.72008783,.73716897,.72491294,93.410004
174416,60646,.75660163,.74199998,.73716897,92.300003
144682,53720,.6940639,.7292366,.74199998,92.059998
174139,77093,.64232212,.69314021,.7292366,96.839996
41147,55401,.62307692,.42618179,,-12.69
66601,62194,.57805908,.51710856,.42618179,77.220001
63911,49879,.47093022,.56165743,.51710856,67.230003
74041,66764,.64583331,.5258407,.56165743,83.120003
72922,44850,.61744964,.61917943,.5258407,83.860001
76396,59568,.53723407,.56188405,.61917943,50.709999
73881,41018,.6168831,.64300823,.56188405,49.560001
87332,59305,.6681416,.59556592,.64300823,52.900002
77310,76962,.718894,.5011279,.59556592,77.610001
95848,89228,.72173911,.51788455,.5011279,62.709999
76439,80710,.7673378,.48641098,.51788455,12.8
81578,104664,.78316325,.43802151,.48641098,25.49
81004,88753,.70862067,.47717619,.43802151,43.75
109955,114537,.6992231,.48979473,.47717619,28.42
96465,77797,.68128163,.553563,.48979473,97.300003
147507,99201,.69172931,.59790117,.553563,102.89
115880,93742,.65282583,.55280459,.59790117,105.54
126173,140402,.62134689,.47331145,.55280459,33.419998
109246,105734,.66211605,.50816822,.47331145,79.480003
154603,101058,.60414267,.60471874,.50816822,83.550003
110598,57460,.64806867,.65809423,.60471874,85.660004
169486,89209,.67439163,.65515763,.65809423,87.209999
164816,90138,.65034169,.64645386,.65515763,97.110001
100016,133564,.51865673,.42818734,.64645386,
30667,57869,.68627453,.34637886,,23.74
57863,63879,.56981134,.475292,.34637886,14.9
40785,65644,.75138122,.38321322,.475292,23.23
52144,87460,.57446808,.37351364,.38321322,-2.1199999
54140,60120,.59285712,.47383162,.37351364,-13.61
60168,76271,.57923496,.44098827,.47383162,-7.5599999
53689,61265,.57485032,.46704769,.44098827,3.23
66609,73487,.62135923,.47545254,.46704769,9.6300001
65161,70546,.57641923,.48015946,.47545254,2.77
81718,84304,.64432991,.49221188,.48015946,9.6599998
49388,84914,.68122274,.36773837,.49221188,10.55
79067,83113,.78787881,.48752621,.36773837,6.3000002
79378,67296,.75834656,.54118657,.48752621,88.339996
133067,92283,.70338166,.59049034,.54118657,91.589996
129207,43045,.70642978,.75010449,.59049034,92.660004
174080,64333,1,.73016155,.75010449,
93055,109456,.65425104,.45950592,.73016155,9.8900003
124026,135084,.67931938,.47866157,.45950592,9.5
107062,108254,.6192171,.49723199,.47866157,3.05
101720,135087,.55913979,.42954811,.49723199,13.23
93903,94024,.56726456,.49967808,.42954811,-2.97
101011,121396,.54609931,.45417187,.49967808,13.97
107126,92876,.67723668,.53562462,.45417187,59.549999
133886,130396,.68025953,.50660282,.53562462,58.040001
62876,46189,.49019608,.57650024,,68.169998
88501,44306,.58995813,.66638809,.57650024,77.410004
72440,42705,.45751634,.62911981,.66638809,77
91465,54756,.71544713,.62552577,.62911981,83.120003
89778,35241,.68656719,.71811485,.62552577,74.309998
108565,39795,.60220993,.7317673,.71811485,80.730003
97046,31343,.74374998,.75587475,.7317673,78.129997
107154,47099,.755,.69466394,.75587475,
101567,52996,.74301678,.65712363,.69466394,74.360001
124277,54691,.70645159,.69440907,.65712363,81.480003
116969,0,.69897962,1,.69440907,71.669998
115343,55209,.72468352,.6762923,1,76.32
118149,38369,.76629215,.75485885,.6762923,67.529999
161823,51314,.70526314,.75924402,.75485885,52.799999
104740,44298,.72120732,.70277381,.75924402,97.300003
206755,0,.72135419,1,.70277381,89.910004
171125,0,.70677292,1,1,83
182228,72350,.72738856,.71580422,1,100.66
176392,53467,.67729592,.76739216,.71580422,85.5
165727,79181,.68065268,.67669082,.76739216,97.110001
135718,51315,.72154695,.72563666,.67669082,83.68
165656,56630,.74941725,.74523813,.72563666,89.989998
151145,56068,.68278301,.72941852,.74523813,87
167104,82823,.65088207,.66861123,.72941852,81.720001
28211,50031,.751634,.36056083,,7.6900001
47476,57189,.62692308,.45359957,.36056083,20.870001
30808,56928,.64285713,.35114434,.45359957,10.33
45874,70402,.66428572,.39452681,.35114434,29.49
48999,46664,.66115701,.51220429,.39452681,74.309998
58916,52937,.60571426,.52672702,.51220429,73.68
46473,47863,.65555555,.49263272,.52672702,11.86
57114,62322,.66386557,.47819752,.49263272,2.4200001
37105,37584,.6855346,.49679336,,-8.4700003
56226,41365,.56903768,.57613921,.49679336,49.150002
43384,36403,.44295302,.54374772,.57613921,73.830002
126583,70479,.74657536,.64235115,.54374772,83.120003
89649,45653,.69594592,.66258442,.64235115,83.860001
136873,69661,.64766842,.66271412,.66258442,80.730003
99368,31804,.75,.75753969,.66271412,73.040001
161394,66640,.77405858,.7077629,.75753969,
82216,34089,.74561405,.70689994,.7077629,77.629997
140848,42351,.75191814,.76882517,.70689994,81.480003
62143,35053,.71474361,.63935757,.76882517,78.32
79295,44316,.57525086,.64148819,.63935757,102.21
58082,0,.60326087,1,.64148819,80.410004
95098,53596,.6761905,.63955504,1,67.209999
61933,28707,.69581747,.68328553,.63955504,97.300003
87310,45874,.67545962,.65555924,.68328553,85.879997
65950,30995,.64839321,.68028265,.65555924,100
91272,38667,.5959596,.7024219,.68028265,101.07
102656,52599,.64068693,.66120899,.7024219,85.5
147436,68538,.57846951,.68265623,.66120899,102.36
91044,46599,.60966057,.66145027,.68265623,85.660004
140751,53109,.63636363,.7260446,.66145027,92.300003
62550,40160,.62561578,.60899621,.7260446,92.059998
158693,74482,.55035603,.68057466,.60899621,86.760002
42437,44292,.6226415,.48930576,,1.53
66062,50372,.62295079,.56737721,.48930576,60.279999
49408,43816,.46268657,.52999228,.56737721,60.630001
95208,125625,.56296295,.43113121,.52999228,21.41
69450,83861,.5597015,.45300075,.43113121,2.05
114837,123596,.61538464,.48163214,.45300075,28.639999
81811,88321,.625,.4808678,.48163214,12.6
114803,150327,.5714286,.43300644,.4808678,24.049999
79732,102861,.47783253,.43666515,.43300644,9.2799997
115446,130894,.56818181,.46864498,.43666515,19.459999
52527,102985,.64267349,.33776814,.46864498,12.8
115476,101500,.7255435,.53220636,.33776814,73.400002
93294,66503,.71296299,.58382821,.53220636,75.459999
134332,77192,.73142248,.6350674,.58382821,52.799999
85977,55026,.69304812,.60975301,.6350674,63.150002
111568,106811,.70673078,.51089162,.60975301,31.52
102911,79495,.71993124,.56418651,.51089162,50
148227,81762,.7207703,.64449602,.56418651,39.889999
100770,77433,.70652175,.56547868,.64449602,
139123,127710,.68547422,.52138603,.56547868,49.93
93538,101010,.5801782,.48079652,.52138603,
91645,186450,.53136092,.32954565,.48079652,19.059999
94378,94324,.72080088,.50014311,.32954565,
148729,157594,.54859811,.48552999,.50014311,
34730,38828,.68055558,.47214442,,-15.54
69599,52290,.59591836,.57100314,.47214442,60.279999
48244,46154,.40517241,.51107013,.57100314,77
107428,58413,.76056337,.64777708,.51107013,83.120003
67715,27598,.66891891,.71044874,.64777708,83.860001
96416,42023,.61497325,.69645113,.71044874,80.730003
63679,16753,.73033708,.79171222,.69645113,78.129997
87637,31902,.76681614,.73312473,.79171222,74.540001
81346,34031,.74647886,.70504522,.73312473,71.110001
123193,48709,.71720117,.71664667,.70504522,81.480003
59014,23953,.70263791,.71129483,.71664667,71.669998
106150,38439,.76601672,.73414987,.71129483,70.559998
73021,24651,.70915622,.74761444,.73414987,67.529999
124365,54523,.72629309,.69521153,.74761444,65.089996
96201,31489,.66501486,.75339496,.69521153,47.59
115109,65623,.69668245,.63690436,.75339496,58.830002
121565,26881,.66694987,.81891733,.63690436,55
143132,41277,.72845954,.77616602,.81891733,49.029999
131566,37388,.70489848,.77870899,.77616602,80.650002
193537,0,.70262796,1,.77870899,68.720001
116403,52382,.74739039,.6896525,1,
150205,86763,.75030601,.63386196,.6896525,85.230003
88950,67659,.71308523,.56797504,.63386196,80.18
174000,90006,.66312742,.65907592,.56797504,81.720001
41843,34066,.5714286,.55122578,,22.84
74752,41576,.59803921,.64259678,.55122578,64.339996
53424,33367,.4296875,.61554772,.64259678,73.830002
84899,96988,.65693432,.46676782,.61554772,4
62012,58152,.6859504,.51606137,.46676782,63.41
98106,91392,.61676645,.51771522,.51606137,61.25
72792,40912,1,.64018857,.51771522,
111557,95070,.74336284,.53989553,.64018857,74.540001
59599,50945,.7044335,.53914279,.53989553,64.610001
109375,61854,.7229917,.63876444,.53914279,43.18
54330,34952,.74342108,.60852134,.63876444,20.709999
104056,75790,.68613136,.5785839,.60852134,32.73
80153,53204,.70413226,.60104084,.5785839,34.830002
108131,80228,.72781062,.57406867,.60104084,37.73
82447,39055,.65517241,.67856497,.57406867,16.48
115955,91605,.70505619,.55865777,.67856497,25.030001
120748,45116,.69366199,.72799402,.55865777,16
151459,71869,.67700988,.67819083,.72799402,28.219999
96388,79565,.69137305,.54780537,.67819083,46.700001
150624,74434,.68629807,.66926748,.54780537,34.130001
129471,0,.71362585,1,.66926748,43.02
166480,65393,.70357144,.71797925,1,32.810001
105527,65095,.65828574,.61848414,.71797925,31.35
176977,74475,.67552185,.70382023,.61848414,33.580002
36324,42065,.75949365,.46338135,,-5.5799999
59961,47371,.62692308,.55864978,.46338135,77.410004
45762,38276,.46385542,.54453939,.55864978,70.07
90357,70898,.736,.56033611,.54453939,71.629997
50874,35477,.7034483,.58915359,.56033611,83.860001
77287,57778,.63535911,.5722208,.58915359,73.68
53622,22953,.7368421,.70025468,.5722208,73.040001
74834,47810,.78306878,.61017251,.70025468,
54166,37835,.71710527,.58875448,.61017251,67.870003
91721,43314,.66945606,.67923874,.58875448,81.480003
46674,29641,.64498645,.61159664,.67923874,78.32
86681,45951,.73927391,.65354514,.61159664,76.32
51668,31806,.69801086,.61897117,.65354514,81.300003
93812,53257,.68735629,.63787746,.61897117,77.18
57081,24669,.67146713,.69823855,.63787746,83.889999
100876,41681,.6757679,.70761871,.69823855,83.43
82140,30360,.69460392,.73013335,.70761871,76
110957,47309,.71581769,.70107919,.73013335,59.439999
96059,66664,.70866144,.5903222,.70107919,90.349998
150675,72477,.69977427,.67521238,.5903222,93.43
101030,39340,.68250543,.71974069,.67521238,93.879997
149166,60453,.70581394,.71160537,.71974069,89.989998
71890,43897,.69510806,.62088144,.71160537,102.17
151014,93562,.67918783,.61745226,.62088144,91.800003
38113,54034,.66666669,.41361088,,-5.5799999
63390,59959,.61261261,.51390767,.41361088,66.279999
53593,55176,.79136693,.49272311,.51390767,10.33
81237,89428,.59863943,.47600269,.49272311,-2.1199999
60380,52203,.68493152,.53631544,.47600269,74.309998
85021,78637,.64171124,.51950407,.53631544,11.55
64277,34758,.68926555,.64903319,.51950407,21.84
93285,77638,.68899524,.54577208,.64903319,24.049999
62366,50339,.70499998,.55335611,.54577208,25.549999
110532,60356,.68563688,.64680958,.55335611,17.67
55418,40185,.73429954,.57966799,.64680958,12.8
102315,85237,.73553717,.54552871,.57966799,18.77
74496,63789,.62032086,.53871351,.54552871,21.08
110047,91610,.69130433,.54571378,.53871351,53.360001
101609,27147,.67466664,.78915936,.54571378,67.610001
83755,120969,.73167449,.40911177,.78915936,20.940001
76061,96574,.6757651,.44058853,.40911177,5
62048,149281,.68997359,.29360855,.44058853,9.5
79053,97993,.65654206,.44651109,.29360855,12.75
81917,150996,.57007128,.35170645,.44651109,4.4899998
73155,95865,.59555554,.43281859,.35170645,.38
93128,135883,.60211265,.40665296,.43281859,4.2199998
73093,78956,.55172414,.48072004,.40665296,28.6
148887,119637,.68640149,.5544644,.48072004,
26712,50588,.59398496,.34556276,,-8.4700003
52255,61242,.59565216,.46040866,.34556276,-3.28
42629,60557,.72789115,.41312775,.46040866,3.29
71936,115842,.53913045,.38309067,.41312775,-13.41
58729,67918,.61538464,.46372199,.38309067,-27.92
90986,89926,.63783783,.50292963,.46372199,58.650002
76239,65666,.67763156,.5372538,.50292963,68.040001
88162,107208,.44973546,.4512566,.5372538,
62082,84631,.47706422,.42315269,.4512566,-.47999999
96120,102926,.55313349,.48290345,.42315269,9.6599998
52421,86626,.5840708,.37700203,.48290345,10.55
70455,123958,.54068244,.36239859,.37700203,6.3000002
0,92965,.43066883,0,.36239859,8.4499998
75613,132780,.62270272,.36283848,0,4.0300002
72653,79787,.5744856,.47660062,.36283848,4.52
81848,133656,.65700811,.37979805,.47660062,12.05
66351,104566,.60385257,.38820598,.37979805,11
76844,161668,.65155441,.32218087,.38820598,-.63
89549,91391,.63095236,.49490991,.32218087,3.76
71867,164586,.59810877,.30393779,.49490991,7.98
56291,114210,.66624528,.33015054,.30393779,-2.97
111244,127939,.41237113,.46509993,.33015054,7.8699999
76725,83609,.43385652,.47853231,.46509993,6.0599999
99762,160303,.48327139,.38360411,.47853231,4.2199998
40241,42076,.64596272,.48885405,,-12.69
60081,44887,.59126985,.57237446,.48885405,64.339996
49894,41406,.45070422,.54648411,.57237446,
69068,61621,.78571427,.52849132,.54648411,73.629997
52658,39326,.71900827,.57246912,.52849132,
69336,58425,.62179488,.54270083,.57246912,73.68
58628,32543,.73913044,.64305538,.54270083,78.129997
79020,57234,.70098037,.57994628,.64305538,60.110001
77535,53862,.74129355,.59008199,.57994628,35.310001
117672,62823,.69836956,.65194052,.59008199,19.459999
61128,44035,.73123485,.58126909,.65194052,16.120001
108416,79179,.74540681,.57792586,.58126909,25.49
97560,53181,.68214285,.64720279,.57792586,11.04
112556,68580,.65717417,.62138945,.64720279,10.37
86595,37369,.58708578,.69854957,.62138945,4.52
132386,60179,.67420495,.68748736,.69854957,10.12
96509,63109,.62641507,.60462481,.68748736,9.8900003
95751,127675,.61699349,.42855799,.60462481,12.6
76413,86493,.54057145,.46906191,.42855799,13.85
70922,134186,.55872291,.34577882,.46906191,7.98
71532,79142,.59598213,.47474679,.34577882,.38
84801,117601,.61001164,.41897312,.47474679,7.8699999
60751,81452,.56201118,.42721322,.41897312,16.18
86730,147398,.5371747,.3704384,.42721322,1.08
35253,30199,.61437911,.53860843,,54.150002
56669,35232,.60546875,.61663091,.53860843,71.419998
43950,27573,.53254437,.61448765,.61663091,50.119999
98965,81806,.71631205,.54746062,.61448765,61.09
65862,45765,.70714283,.59001857,.54746062,63.41
100065,0,.66120219,1,.59001857,28.639999
67555,36758,.61250001,.64761823,1,14.21
107384,72098,.70873785,.59829956,.64761823,38.48
74254,47026,.73825502,.61225265,.59829956,
112907,68032,.74631268,.62400585,.61225265,56.34
68472,55405,.70895523,.55274183,.62400585,47.689999
108184,98923,.6748634,.522358,.55274183,61.200001
100988,58103,.67266184,.63478136,.522358,61.580002
132150,66528,.71992302,.66514665,.63478136,71.639999
87546,44318,.6871838,.66391128,.66514665,73.169998
120325,94816,.66907895,.55928439,.66391128,69.650002
135170,45795,.65503246,.74694002,.55928439,47.09
135905,104835,.68359375,.56453019,.74694002,44.950001
99228,63942,.70101923,.60812652,.56453019,75.800003
123588,110100,.69988543,.52885902,.60812652,39.439999
95939,70972,.72747254,.57479137,.52885902,53.099998
160872,76008,.72789896,.67912865,.57479137,36.349998
94156,69514,.67164177,.57527953,.67912865,36.41
124694,118811,.65245599,.51207983,.57527953,58.040001
37236,24164,.66990292,.60644948,,61.060001
67564,26760,.66007906,.71629703,.60644948,26.040001
44469,0,.55769229,1,.71629703,41.66
71156,46033,.63358778,.60719007,1,40.02
34009,19179,.72262776,.63941115,.60719007,22.5
69536,0,.62111801,1,.63941115,
44892,18633,.65359479,.70668238,1,31.08
69997,0,.66129035,1,.70668238,24.049999
50581,32828,.66666669,.60642135,1,12.54
89698,43304,.64214045,.67441094,.60642135,21.790001
48985,31263,.67313915,.61042023,.67441094,4.0500002
78326,66830,.72794116,.53959876,.61042023,49
62764,49355,.67909241,.55979806,.53959876,51.189999
106301,59083,.62357414,.64275265,.55979806,42.82
77677,29050,.56765413,.7278102,.64275265,57.959999
131675,51024,.68645763,.72072095,.7278102,53.41
99148,52687,.66417909,.65299833,.72072095,44
94465,116167,.57468355,.44848362,.65299833,9.5
39879,41202,.74342108,.4918415,,16.629999
78162,40719,.62545455,.65748101,.4918415,77.410004
57225,31163,.83333331,.64742953,.65748101,
74362,73104,.69166666,.50426537,.64742953,50.560001
54384,43959,.66666669,.55300325,.50426537,30.35
72594,70286,.58235294,.50807673,.55300325,58.650002
54014,40839,.66666669,.56944954,.50807673,55.790001
74866,74505,.66442955,.50120842,.56944954,
66878,93136,.74637681,.41795093,,-5.5799999
132920,107861,.62030077,.55203694,.41795093,77.220001
106728,110757,.6785714,.49073729,.55203694,16.92
41229,34062,.52173913,.54759532,,85.459999
77245,32217,.60000002,.7056787,.54759532,77.220001
58832,27366,.46961325,.68252164,.7056787,77
37280,73602,.67948717,.33621326,,-8.4700003
57031,76359,.625,.42755079,.33621326,-2.22
55972,67164,.70731705,.45455432,.42755079,-2.79
45523,117336,.53608245,.279524,.45455432,-2.1199999
48457,68563,.61379308,.41409162,.279524,
50351,102012,.58115184,.33046737,.41409162,
54705,62770,.52941179,.46567354,.33046737,
70626,89016,.65853661,.44240236,.46567354,
73768,85559,.44736841,.4629975,.44240236,-.47999999
107683,102113,.75989443,.51327479,.4629975,52.919998
89363,93628,.72045457,.48834643,.51327479,16.120001
78374,97697,.72853184,.44512725,.48834643,8.3299999
36240,79131,.70549083,.31411707,.44512725,14.28
70570,126789,.7157895,.35757172,.31411707,38.389999
72099,82353,.65357423,.46680522,.35757172,28.639999
53703,146558,.72271627,.26816505,.46680522,15.53
71311,99013,.67067307,.41867852,.26816505,25.83
43605,160705,.68421054,.21342568,.41867852,25.709999
45676,137675,.63594472,.24911781,.21342568,22.450001
55508,158836,.55555558,.25896689,.24911781,14.37
67137,121772,.60930735,.35539335,.25896689,19.76
72167,146231,.62342137,.33043802,.35539335,13.97
70587,129654,.53026909,.35251021,.33043802,13.13
96309,142713,.55289787,.40292943,.35251021,9.1099997
38125,53398,.56666666,.41656196,,-5.5799999
58443,55199,.594697,.51427287,.41656196,77.220001
40939,71126,.62666667,.36531478,.51427287,-2.05
63485,81185,.63909775,.43882629,.36531478,4
46629,52471,.59398496,.47052473,.43882629,2.05
65039,77253,.54696131,.4570812,.47052473,11.55
36842,67660,.50279331,.35254827,.4570812,11.86
50768,101347,.60262007,.33374751,.35254827,
36577,83139,.62882096,.30553141,.33374751,9.29
72003,81660,.67422098,.46857736,.30553141,8.6199999
46235,83082,.72794116,.35753226,.46857736,10.55
71254,87683,.78378379,.44831601,.35753226,12.4
64520,69671,.66194969,.48080721,.44831601,8.4499998
64696,114669,.67168391,.36069468,.48080721,6.4699998
59142,72731,.59942913,.44847694,.36069468,6.1100001
106296,88352,.68191266,.54609346,.44847694,91.300003
77135,70309,.64468867,.52314776,.54609346,88
88843,107736,.67750001,.45194551,.52314776,9.5
70431,92639,.58971429,.43190655,.45194551,8.8100004
75210,139384,.52679592,.35047579,.43190655,4.4899998
70372,99569,.57089084,.41409665,.35047579,.38
112174,109193,.75486827,.50673318,.41409665,69.919998
111903,80845,.70089287,.58056635,.50673318,51.59
119512,113828,.7145505,.51217967,.58056635,62.93
20161,64016,.69565219,.23950723,,-.38999999
38846,71513,.60714287,.35199666,.23950723,2.9200001
34017,68889,.73863637,.33056381,.35199666,-2.79
35213,89879,.59848487,.28149682,.33056381,-4.6999998
32562,61124,.60902256,.34756526,.28149682,-8.1700001
62399,62645,.60227275,.49901634,.34756526,-25.719999
53033,43236,.6201117,.55088347,.49901634,21.84
63838,67129,.47863248,.48743576,.55088347,
54058,103079,.57819903,.34401828,.48743576,2.78
93236,104380,.6555891,.4718039,.34401828,9.6599998
42920,115893,.72431076,.27025494,.4718039,5.7800002
58728,123838,.69414896,.32168093,.27025494,6.3000002
63698,93705,.63204223,.40468097,.32168093,8.0699997
58378,133607,.62234044,.30407584,.40468097,2.5599999
80255,80992,.63651454,.4977147,.30407584,6.1100001
51012,150720,.74155754,.25287014,.4977147,15.53
35371,141597,.68331993,.1998723,.25287014,11
34967,182887,.69021064,.16050658,.1998723,24.690001
0,171853,.65614432,0,.16050658,7.9000001
36899,183901,.66042155,.16711503,0,9.4300003
59182,136985,.69024652,.30169192,.16711503,-3.49
45183,170302,.625,.20968048,.30169192,-3.3199999
94234,98607,.50843644,.48866165,.20968048,1
67457,170857,.53443527,.28305933,.48866165,6.1199999
23234,57708,.69536424,.28704503,,-.38999999
37511,65549,.62698412,.36397246,.28704503,-3.28
33562,64661,.70520234,.34169185,.36397246,-2.79
35628,98032,.58992803,.26655695,.34169185,-2.1199999
28695,68189,.61904764,.29617894,.26655695,22.5
42583,81731,.57591623,.34254387,.29617894,6.5599999
50870,46474,.66863906,.52257973,.34254387,29.120001
66699,69754,.51851851,.48880568,.52257973,
50924,61330,.5777778,.45364976,,
63208,69575,.7067039,.47602481,.45364976,9.6599998
33694,66011,.74492097,.33793691,.47602481,16.120001
39692,84114,.77272725,.32059836,.33793691,24.6
37688,72168,,.34306729,.32059836,14.28
47825,56203,.53080571,.459732,,-.47999999
60751,54878,.73863637,.52539587,.459732,69.510002
46993,50801,.74712646,.4805305,.52539587,12.8
54655,55962,.73698628,.49409223,.4805305,13.02
50416,49888,.73904765,.50263202,.49409223,38.560001
72850,195360,.6986028,.27161554,,28.42
103504,130184,.66948438,.44291535,.27161554,16.48
104263,181018,.7348485,.36547473,.44291535,26.360001
68016,147746,.66550219,.31523624,.36547473,4.5799999
166437,124707,.69201523,.57166559,.31523624,85.470001
186534,72241,.65927655,.72083467,.57166559,75.800003
242968,65761,.6925754,.7869944,.72083467,65.660004
216258,66989,.74049217,.76349616,.7869944,85.660004
212583,84475,.72652584,.71562791,.76349616,69.919998
152530,81443,.6678043,.65191281,.71562791,76.879997
169273,117442,.68430829,.59038764,.65191281,
48065,76720,.74452555,.3851825,,9.5200005
85957,99062,.65800864,.46458471,.3851825,-3.28
74983,116173,.74853802,.39226076,.46458471,-2.05
69777,151449,.62142855,.31541049,.39226076,8.4200001
74450,102797,.66666669,.42003533,.31541049,.70999998
116516,105835,.60526317,.52401835,.42003533,80.730003
107202,93388,.69325155,.53443342,.52401835,73.040001
103755,126033,.63725489,.45152488,.53443342,
78421,113975,.66822428,.40760204,.45152488,9.29
92057,124791,.67796612,.42452317,.40760204,8.6199999
40236,80592,.7476415,.3330023,.42452317,20.709999
61738,85232,.79365081,.42007214,.3330023,12.4
71636,56330,.67950964,.55980498,.42007214,45.360001
94442,61589,.70553362,.60527718,.55980498,47.259998
63339,78266,.66995072,.44729352,.60527718,37.220001
29533,121587,.72402596,.19542748,.44729352,31.52
64683,64544,.69415808,.50053781,.19542748,78.970001
109910,57155,.71409214,.65788764,.50053781,75.050003
142122,133530,.72045743,.51558489,.65788764,69.379997
